subject,pe_T2W20,l2_T2W20,atd_T2W20,y_true,y_pred
CDMS-10-4A-JURAN,0.07118650565781115,0.18749619839327591,0.0,2,5.496672972070769
CDMS-10-5A-HEPIHO,-0.12799259736545077,-0.2883232998273182,0.0,7,4.821674370826913
CDMS-10-5A-KSRAGU,-0.08470758603243089,-0.11747000981094269,0.0,5,5.035812672176308
CDMS-10-5A-SROPU,-0.008594438148946448,0.033467941127006906,0.0,6,5.262863770997742
CDMS-10-5A-SZURO,-0.13359882839153148,-0.3539719125495848,0.0,5,4.750419527078566
CDMS-10-5B-SRAJA,-0.06869820997520648,-0.054278283939792615,0.0,13,5.115013774104683
CDMS-10-5C-DAAUSA,-0.04269898325827892,-0.16667530035594513,0.0,8,5.028615984405458
CDMS-10-5C-ICAPA,-0.09751508687820909,-0.16802339050786408,0.0,7,4.972451790633609
CDMS-10-5C-JFALGI,-0.16667559144541277,-0.44101164627123923,0.0,10,4.63030303030303
CDMS-10-5C-MAORTO,-0.16667559144541277,-0.44101164627123923,0.0,12,4.63030303030303
CDMS-10-5C-NBEMO,-0.003177731964173258,0.1648307108176552,0.0,5,5.399643246873164
CDMS-10-6B-ASCACO,0.1983022737783946,0.37285053679901115,0.0,6,5.809143078597088
CDMS-10-6B-JJMOBE,-0.16667559144541277,-0.44101164627123923,0.0,1,4.63030303030303
CDMS-11-5A-EAARCA,-0.01924040729052079,0.0885644080294159,0.0,8,5.307314268758577
CDMS-11-5A-MGTHAR,-0.11800708823145362,-0.29946218031986055,0.0,9,4.820520999468368
CDMS-11-6A-DFVEBE,-0.060522258853890065,-0.02200641649489654,0.0,1,5.155461592670895
CDMS-11-6A-NMREPR,-0.13593758941554412,-0.3196835325986278,0.0,8,4.78236914600551
CDMS-11-6B-ARAHE,-0.02920392184077869,-0.06696984319896515,0.0,5,5.141816502979938
CDMS-11-6B-AVROTO,-0.09803509067194582,-0.17007593378428165,0.0,8,4.9698792435634545
CDMS-11-6B-EAFESA,-0.12014558837267497,-0.25734982282187513,0.0,0,4.860494856825132
CDMS-11-6B-EFRGR,-0.09954921936547789,-0.17605245685384707,0.0,3,4.962388591800357
CDMS-11-6B-EROCO,-0.0416182407211525,0.05261095319130016,0.0,6,5.24898298048983
CDMS-11-6B-JACUPE,0.08424357249314163,0.37029029278693315,0.0,9,5.692524133299757
CDMS-11-6B-JDCHBA,-0.10917586962500447,-0.21405048014238748,0.0,3,4.91476391825229
CDMS-11-6B-JFSAHE,-0.08993169821952349,-0.15126095375046458,0.0,3,4.996797616049694
CDMS-11-6B-JLPENA,-0.12009810877770288,-0.25716241279794705,0.0,4,4.860729746444032
CDMS-11-6B-JMARME,-0.02549333212205608,0.06301631531551345,0.0,5,5.275513251213139
CDMS-11-6B-JPSAMA,-0.05701569231182768,-0.008165402898681062,0.0,0,5.172809172809173
CDMS-11-6B-LESTA,-0.10170663260955592,-0.18456813328140065,0.0,8,4.951715502128725
CDMS-11-6B-MAGIMU,-0.16667559144541277,-0.44101164627123923,0.0,9,4.63030303030303
CDMS-11-6B-MEBRTA,-0.04302499237071444,0.030513522774589852,0.0,8,5.225478798423557
CDMS-11-6B-MMAMO,-0.042943996317934996,-0.19923460815553007,0.0,2,4.995811663546217
CDMS-11-6B-RSECA,-0.05595384469697784,-0.00397411004912307,0.0,1,5.178062313273581
CDMS-11-6B-SCAPA,-0.16667559144541277,-0.44101164627123923,0.0,5,4.63030303030303
CDMS-11-6B-VZAPE,0.006225669972594439,0.24145899313720065,0.0,8,5.485674931129477
CDMS-11-6B-YLNIME,-0.10499189818277088,-0.19753563437417565,0.0,0,4.935462735462735
CDMS-11-7C-ICARE,0.014459063373454512,0.20246067088528716,0.0,7,5.454910002278424
CDMS-11-7C-SALMA,-0.1135989251496512,-0.2315090313830681,0.0,7,4.892882311486963
CDMS-11-7C-SPGAVE,-0.08896298147473836,-0.13426677823604827,0.0,5,5.014760508308895
CDMS-12-5A-SRIGO,0.044216899522267816,0.05946682262828151,0.0,7,5.341673990170231
CDMS-12-6A-FAROPA,-0.11390572668893206,-0.2327200291569893,0.0,5,4.891364512173761
CDMS-12-6A-JGIGA,-0.130158845033927,-0.29687384722817894,0.0,1,4.810957575757576
CDMS-12-6A-JSOTGU,-0.16667559144541277,-0.44101164627123923,0.0,10,4.63030303030303
CDMS-12-6A-SROAL,-0.14948314963209564,-0.3731501589628299,0.0,10,4.715356959424756
CDMS-12-6B-IJDAGA,0.06568225878269507,0.2061186530500021,0.0,10,5.50979117985238
CDMS-12-6B-SCLAG,0.3083564187978647,0.9405908875922293,0.0,14,6.486937574409776
CDMS-12-7C-ARAHE,0.12917767809206904,0.17068426016150795,0.0,11,5.537852206273259
CDMS-12-7C-CATRAR,-0.16667559144541277,-0.44101164627123923,0.0,6,4.63030303030303
CDMS-12-7C-DLOLO,-0.028759029706135752,0.10336844270718748,0.0,10,5.312599681020734
CDMS-12-7C-JSZAOR,-0.06052225885388962,-0.19659192890170685,0.0,5,4.9808760802640855
CDMS-12-7C-MAROBE,-0.16667559144541277,-0.44101164627123923,0.0,2,4.63030303030303
CDMS-12-7C-VMAPA,-0.16667559144541277,-0.44101164627123923,0.0,4,4.63030303030303
CDMS-12-7C-VQURA,-0.04601653912252157,0.002961189042850698,0.0,4,5.194934917940011
CDMS-13-6B-ASUMO,-0.16667559144541277,-0.44101164627123923,0.0,1,4.63030303030303
CDMS-13-6B-JDTAHE,0.027998421410417862,0.15551824595243335,0.0,8,5.421506935382533
CDMS-13-7C-MVEAR,0.1339705882023945,0.3948389925094058,0.0,9,5.766799848731482
CDMS-13-7C-RAIZAC,-0.054878503417421926,-0.16117422280054153,0.0,4,5.0219375418017185
CDMS-13-7C-SSOSLO,0.09121103575432876,0.2800166563806137,0.0,10,5.609217960154624
CDMS-14-10A-IMORTO,-0.09059903642148814,-0.14072456493152696,0.0,6,5.006666666666667
CDMS-14-10A-JCVANI,-0.06246113250853025,-0.18505918729066284,0.0,10,4.990469948220489
CDMS-14-6B-KDCAHE,-0.1032784622588081,-0.19077241182147953,0.0,8,4.943939393939394
CDMS-15-10A-AMALOS,-0.0624398207582364,-0.13396964081141105,0.0,5,5.0415808064500345
CDMS-15-10A-JJMACH,-0.0949535867090523,-0.16296805243817314,0.0,1,4.9800686288724565
CDMS-15-10A-MAALCA,0.14972842944919407,0.6517762032524859,0.0,6,6.039494900721362
CDMS-15-10A-MAALRI,-0.09209073357881967,-0.14661254691858086,0.0,5,4.999286987522281
CDMS-15-10A-SGOMO,0.07804619394623069,0.2029606493756968,0.0,4,5.518997111341609
CDMS-15-10A-SHEGA,0.05146506812139284,-0.02663699997808644,0.0,7,5.262818336162988
CDMS-15-11B-JEMOLO,-0.13004613902648549,-0.3631594399979808,0.0,6,4.744784688995216
CDMS-15-11B-VSAHO,-0.05479830464552515,0.0005870027577503656,0.0,4,5.183778966131907
CDMS-16-10A-SGALO,-0.16667559144541277,-0.44101164627123923,0.0,7,4.63030303030303
CDMS-16-11B-NGABE,-0.012466358288809598,0.16767838347142083,0.0,12,5.393202293202293
CDMS-17-10A-ASSAMO,-0.16667559144541277,-0.44101164627123923,0.0,6,4.63030303030303
CDMS-18-7C-VVECA,-0.13950539322258226,-0.33376626007848476,0.0,4,4.764718614718615
CDMS-8-4A-DJAVDA,-0.16667559144541277,-0.44101164627123923,0.0,2,4.63030303030303
CDMS-8-4A-DOSTR,-0.058665667646013546,-0.014678135727203674,0.0,9,5.164646464646465
CDMS-8-4A-LGOPA,-0.016524496003456957,0.15166022479398267,0.0,6,5.373125996810208
CDMS-8-4C-JDBUTU,0.18310167303239755,0.4563980221003163,0.0,3,5.877489963152396
CDMS-9-4A-ACDUTR,0.12189065174878078,0.6980083174311202,0.0,3,6.057889237199583
CDMS-9-4A-CARGA,-0.0454916984869489,0.037321757632727166,0.0,3,5.22982032716546
CDMS-9-4A-CRAAG,0.36223760062567534,0.30255636466519187,0.0,14,5.902784233310549
CDMS-9-4A-EROHI,-0.10815516450393226,-0.2100215837022299,0.0,2,4.91981351981352
CDMS-9-4A-ILOSE,-0.13832408025637122,-0.3291034172005398,0.0,1,4.770562770562771
CDMS-9-4A-TGAFR,-0.03988133307220654,0.0594668226282824,0.0,2,5.257575757575758
CDMS-9-4C-SCAMO,-0.11450881085757958,-0.23510050478114985,0.0,1,4.8883809523809525
CDMS-9-5A-ABERO,0.1732126823089435,0.633313862884799,0.0,6,6.044516813213424
CDMS-9-5A-VVAAR,-0.1413167397707702,-0.38095423000329776,0.0,2,4.715719298245614
CDMS-9-5C-JDMADE,0.022068373073606207,-0.043371218926413935,0.0,6,5.216687422166874
CDMS-9-5C-LVIZAC,0.08829865490070787,0.2098838488002679,0.0,2,5.536172771720658
CDMS-9-5C-MLOGO,-0.045697583456298485,-0.10123727288991313,0.0,5,5.09105541167347
CDMS-9-5C-SCAAG,2.2001505648544284,2.5618591671258897,0.0,10,10.0
CDMS-XX-10A-VGILO,-0.12732564919165856,-0.2856907421300088,0.0,7,4.824973876698015
CDMS-XX-5C-MPCAQU,-0.03475092955421433,0.07971739651438847,0.0,9,5.282956734979856
CDMS-XX-6B-SPUCA,0.02960478592327931,0.11884562402314014,0.0,0,5.386440677966101
CSO-10-4A-KCOMO,-0.11961792854401443,-0.2552670598755422,0.0,4,4.863105279600125
CSO-10-4A-LRAVI,-0.03242284728554701,0.0889067325635482,0.0,12,5.294474153297683
CSO-10-4A-LSCAVA,-0.07610826403597848,-0.08352702562872505,0.0,11,5.078354978354978
CSO-10-5A-ACAVA,-0.06771421905656672,-0.05039430469112682,0.0,4,5.119881744271988
CSO-10-5A-ARACA,0.042363591277982504,0.05946682262828107,0.0,0,5.3398206819259455
CSO-10-5A-DABRZA,0.16427891346092377,0.4751184323922896,0.0,3,5.877387613872895
CSO-10-5A-GZAMA,-0.16667559144541277,-0.44101164627123923,0.0,6,4.63030303030303
CSO-10-5A-IPECA,-0.130158845033927,-0.29687384722817894,0.0,11,4.810957575757576
CSO-10-5A-JANORO,-0.10961817517746916,-0.21579633526645473,0.0,5,4.912575757575758
CSO-10-5A-JBUVE,0.04080592225619695,0.2232597760863082,0.0,2,5.502055966362187
CSO-10-5A-JJSEMO,0.10502639078288478,0.5122806754421365,0.0,13,5.855297334244703
CSO-10-5A-JLCARI,0.1888455643853426,0.6286384147100899,0.0,9,6.055474247115114
CSO-10-5A-MAARAN,-0.1135989251496512,-0.2315090313830681,0.0,4,4.892882311486963
CSO-10-5A-RVMOIB,-0.04973580911157294,-0.06759765911304916,0.0,4,5.12065679979506
CSO-10-5A-SVHEES,0.006161274716947468,0.16291767932818238,0.0,7,5.407069222064812
CSO-11-5A-MDVOSPE,-0.021767867590319234,-0.04777856356447341,0.0,3,5.168443836864889
CSO-11-5A-MTAGA,-0.16667559144541277,-0.44101164627123923,0.0,5,4.63030303030303
CSO-11-6A-CAPAMU,0.006112662612191233,0.12325329415469222,0.0,1,5.367356224786565
CSO-11-6A-DSCACH,-0.11996191730791489,-0.2566248419398374,0.0,0,4.86140350877193
CSO-11-6A-EROMO,-0.08163066204874836,-0.10532486835083033,0.0,7,5.051034737620103
CSO-11-6A-FSOVRE,0.08334125605104917,0.21454465806193787,0.0,5,5.535876182132669
CSO-11-6B-ANREVA,-0.07869590196196308,-0.09374087193279612,0.0,5,5.065553494124923
CSO-11-6B-DISEMO,-0.16667559144541277,-0.44101164627123923,0.0,0,4.63030303030303
CSO-11-6B-LHFDLACH,0.03257252885534,0.12446402638146649,0.0,7,5.395026823256488
CSO-11-6B-RJGIHE,-0.15807937053875465,-0.40708090261703456,0.0,3,4.672829994863893
CSO-11-6B-SFLVA,0.05002732286515865,0.14136329935729375,0.0,8,5.429380890242134
CSO-11-6B-VCOMA,-0.04406136356802515,-0.1715232399407287,0.0,14,5.022405664510928
CSO-12-6A-DGISE,0.002383419718863272,0.22629297892812159,0.0,2,5.466666666666667
CSO-12-6A-FJOVRE,0.05798000728295352,0.21733586986504336,0.0,1,5.513306145167679
CSO-12-6B-GQULO,-0.051843055560242934,0.012251872732099489,0.0,4,5.1983990851915385
CSO-12-6B-LJHEFE,0.029885842587692668,-0.0003990229338630691,0.0,2,5.2674770876735115
CSO-12-6B-VPAMA,-0.16667559144541277,-0.44101164627123923,0.0,9,4.63030303030303
CSO-12-7A-DALRE,-0.11480521302000968,-0.23627045444870776,0.0,8,4.8869146005509645
CSO-12-7A-ESALA,-0.15588459073279903,-0.39841773402447167,0.0,7,4.683687943262411
CSO-12-7A-IMERO,-0.06873795739162558,-0.0544351737419535,0.0,9,5.114817136886103
CSO-12-7A-JHEZA,-0.010232924397874488,0.09183607683571404,0.0,9,5.3195934204575215
CSO-12-7A-LSARAR,-0.16667559144541277,-0.44101164627123923,0.0,6,4.63030303030303
CSO-12-7A-SCAHO,-0.10826475331842822,-0.23294756369503578,0.0,1,4.896777951006218
CSO-12-7B-DVAGRO,0.17144243088313707,0.14685195211867438,0.0,8,5.556284651021493
CSO-12-7B-SMUGU,-0.08028829453179931,-0.26501921764723235,0.0,4,4.89268275584065
CSO-12-7B-SSARA,0.013209858857460066,0.017554832621919036,0.0,2,5.268754959499061
CSO-12-7B-VHOMA,-0.007907128786789563,0.18567443652468363,0.0,8,5.415757575757576
CSO-12-8A-YTOME,0.11805537472599825,0.5160436714488976,0.0,13,5.872089314194578
CSO-13-6A-ANASA,-0.11706044686459238,-0.33765196247677354,0.0,3,4.783277858678316
CSO-13-6B-JETAVE,0.02815461044512403,0.12050078225017423,0.0,9,5.38664566071498
CSO-13-6B-LFMIES,-0.05346643218362201,0.005844129531905377,0.0,8,5.190367965367965
CSO-13-6B-LJMAHU,0.06702362986990895,0.4814388650337609,0.0,8,5.786452762923352
CSO-13-7A-CAPAMU,-0.0108997883011872,0.05231713021543082,0.0,7,5.2794076099339255
CSO-13-7A-CDDITR,-0.04330820492012988,0.04594037752288882,0.0,2,5.240622440622441
CSO-13-7A-JJATFL,-0.11233519499975175,-0.29801779801423445,0.0,7,4.827637275005696
CSO-13-7A-KRAMA,0.08691292530099926,0.5599452915278036,0.0,6,5.884848484848485
CSO-13-7A-RXCHLU,0.06486174993174698,0.26401019687417326,0.0,1,5.566862214825602
CSO-13-7A-YAMEZA,-0.08765367404567881,-0.12909871947833773,0.0,3,5.021237874495665
CSO-13-8A-KIGAGU,-0.013518170440153021,-0.004951198121162292,0.0,2,5.219520899458367
CSO-13-8A-MBUAN,-0.16667559144541277,-0.44101164627123923,0.0,3,4.63030303030303
CSO-13-8A-MGAAN,-0.13073391190655048,-0.29914373382728066,0.0,9,4.808112622285851
CSO-13-8A-MGAHE,0.05233267301739894,0.20607162664935344,0.0,12,5.496394567686434
CSO-13-8A-MJAGA,0.05444122498591139,0.17543134590987733,0.0,2,5.467862838915471
CSO-13-8A-VHODU,-0.049369338800812304,-0.12097779541032193,0.0,8,5.067643133808548
CSO-13-8B-FCJISA,-0.11100981947668756,-0.22128939163242564,0.0,5,4.905691056910569
CSO-13-8B-JEMABE,0.11674686844763738,0.38330583191620615,0.0,6,5.7380429683835255
CSO-13-9B-DMLLLU,-0.07352062610999521,-0.07331317932465264,0.0,10,5.091156462585034
CSO-14-7A-MVEBE,-0.16667559144541277,-0.44101164627123923,0.0,10,4.63030303030303
CSO-14-7B-EVEGO,-0.0998618505062363,-0.19526772741039844,0.0,1,4.942860690103047
CSO-14-8A-AQUMA,-0.11281608346387495,-0.22841902231391886,0.0,3,4.896755162241888
CSO-14-8A-MCIDOS,0.31232494018669854,1.4496847917936195,0.0,7,7.000000000000001
CSO-14-8A-SZARA,0.0837029440763607,0.547274950543006,0.0,12,5.868968162639049
CSO-14-8B-JLLORA,-0.16667559144541277,-0.44101164627123923,0.0,13,4.63030303030303
CSO-14-9A-AEDCAGO,-0.07791961058416819,-0.15323652665401477,0.0,2,5.006834130781499
CSO-14-9A-HASACA,-0.1460586388644023,-0.35963303344204967,0.0,11,4.73229859571323
CSO-14-9A-JSMAAL,-0.11651522549557305,-0.24302016406923063,0.0,2,4.878454878454878
CSO-14-9A-MARJA,-0.16667559144541277,-0.44101164627123923,0.0,3,4.63030303030303
CSO-14-9A-SORZU,-0.07804271180589012,-0.25636910434714416,0.0,5,4.903578451866648
CSO-14-9B-ERAGA,-0.1410605897538546,-0.33990488487739734,0.0,1,4.75702479338843
CSO-14-9B-MFEGA,0.0492708798464534,0.14548655947038824,0.0,11,5.432747707336524
CSO-15-10A-LJRAGU,0.02106397343867175,0.2060157665601858,0.0,8,5.4650700080185395
CSO-15-10A-MAARLO,-0.046554715091848387,0.0331258505809382,0.0,4,5.224561403508772
CSO-15-10A-SFEGA,-0.16667559144541277,-0.44101164627123923,0.0,2,4.63030303030303
CSO-15-10B-MEBUAR,-0.0836829859647672,-0.11342573935518985,0.0,8,5.040881542699725
CSO-15-10B-YVBUAN,-0.08896298147473836,-0.13426677823604827,0.0,6,5.014760508308895
CSO-15-10C-ALBAHO,-0.16667559144541277,-0.44101164627123923,0.0,5,4.63030303030303
CSO-15-10C-SSCAMO,-0.16667559144541277,-0.44101164627123923,0.0,3,4.63030303030303
CSO-15-11C-JETALO,0.0969560348751144,0.03964589316691525,0.0,5,5.374592196061712
CSO-15-7B-JCRAGA,-0.16667559144541277,-0.44101164627123923,0.0,8,4.63030303030303
CSO-15-8A-VBMABR,-0.07446158535580769,-0.2489087996229387,0.0,12,4.9146198830409356
CSO-15-8B-KEPOGO,-0.0730207415106574,-0.12821260320903916,0.0,5,5.036756923299985
CSO-15-9B-ALRIHE,-0.13814688331143987,-0.3284039907688481,0.0,3,4.771439393939394
CSO-15-9B-AMSAGO,-0.09209073357881967,-0.14661254691858086,0.0,15,4.999286987522281
CSO-15-9B-JCAPA,-0.06448320409984332,-0.03764093999401341,0.0,5,5.135866123925825
CSO-15-9B-KSBEJA,-0.155043090677228,-0.39509619040889854,0.0,13,4.687850986933555
CSO-15-9B-RMCHLU,-0.04945071106263743,-0.11994998697720671,0.0,5,5.068589569979838
CSO-16-10A-JEGAHE,-0.16667559144541277,-0.44101164627123923,0.0,6,4.63030303030303
CSO-16-10A-MSACO,-0.16667559144541277,-0.44101164627123923,0.0,5,4.63030303030303
CSO-16-10A-SMOUT,-0.16667559144541277,-0.44101164627123923,0.0,0,4.63030303030303
CSO-16-10A-YKMUJO,0.07845997474278654,0.5265800602678352,0.0,5,5.843030303030304
CSO-16-10B-JESUGU,-0.16667559144541277,-0.44101164627123923,0.0,3,4.63030303030303
CSO-16-10B-LTVIFA,-0.0529979804901246,0.007693187914539205,0.0,10,5.1926854754440965
CSO-16-10B-VVILI,-0.08804349322946914,-0.13063740199246832,0.0,13,5.0193093727977445
CSO-16-10C-ACALGU,-0.07600707149138808,-0.1334550452715333,0.0,6,5.028528151256761
CSO-16-10C-MAVAVE,-0.10428476589669078,-0.19474446316195237,0.0,4,4.938961038961039
CSO-16-11A-JAVABO,-0.04495310340713532,0.03944768387230235,0.0,4,5.232484848484849
CSO-16-11A-JDMUVA,-0.04963473756245351,-0.08811016179080733,0.0,4,5.100245368666421
CSO-16-11A-VZAOR,-0.09751508687820909,-0.16802339050786408,0.0,1,4.972451790633609
CSO-16-11B-KRORE,-0.10428476589668989,-0.2980177980142349,0.0,3,4.835687704108757
CSO-16-11B-LLOZA,0.03743223910657845,0.0777770105148492,0.0,4,5.35319951764111
CSO-16-11B-YAROMO,-0.004461074660257136,-0.13707735341728045,0.0,4,5.096451839942144
CSO-16-9A-JALEMO,-0.09194660824960987,-0.14604365977007205,0.0,5,5.0
CSO-16-9A-JPROSO,-0.03450869500554532,-0.1271522674698442,0.0,0,5.076329305544292
CSO-16-9A-JSMAGU,-0.06448320409984287,-0.1646280141923997,0.0,9,5.008879049727439
CSO-16-9B-SJPAJI,-0.04733981885886385,0.030026912693014385,0.0,7,5.2206773618538325
CSO-17-10A-YVGOCA,-0.16667559144541277,-0.44101164627123923,0.0,13,4.63030303030303
CSO-17-10B-EHECO,-0.16667559144541277,-0.44101164627123923,0.0,8,4.63030303030303
CSO-17-10B-YCQUVE,0.026891974591791268,0.0683510558040119,0.0,4,5.333233298415485
CSO-17-11A-DJAPA,0.016471670649220282,0.022394343450538035,0.0,7,5.27685628211944
CSO-17-11A-JDAMO,-0.16667559144541277,-0.44101164627123923,0.0,3,4.63030303030303
CSO-17-11A-NPAHE,0.1638639234861184,0.44949487080514977,0.0,6,5.85134906231095
CSO-17-11A-RLPAIG,-0.03242284728554701,-0.07791942373629279,0.0,1,5.127647996997842
CSO-17-11A-SPUVA,-0.10841877003069467,-0.22458852458496104,0.0,2,4.904982973404026
CSO-17-11B-CDBEBU,0.20901110003075551,0.6588052360017809,0.0,5,6.105806604052218
CSO-17-11C-JDAAG,0.0017796375361318617,0.080915899866834,0.0,3,5.320685805422648
CSO-17-11C-MAPAMA,-0.07137799598020056,-0.07760689815311483,0.0,2,5.0890053738863665
CSO-17-11C-MCAAG,-0.0569497909301373,-0.00790527895434634,0.0,3,5.173135198135198
CSO-17-11C-SARJA,-0.1251037034541964,-0.2769203449927087,0.0,3,4.835966219572777
CSO-18-11A-ADBAHO,-0.12517928870508976,-0.27721869281321476,0.0,7,4.835592286501377
CSO-18-11B-YLLRE,-0.05245597026624127,-0.06048256247986972,0.0,10,5.125051735273571
CSO-18-9B-MAMOLO,0.0534886508874335,0.12399843036604173,0.0,1,5.415477349273157
CSO-8-3A-DAPAVA,-0.03471776598913401,0.07984829873731147,0.0,3,5.283120800767859
CSO-8-3A-KVPECO,0.2636564369727403,0.7116054336185687,0.0,7,6.213252138610991
CSO-8-4A-ARAGR,-0.16667559144541277,-0.44101164627123923,0.0,10,4.63030303030303
CSO-8-4A-JRAAR,-0.04733981885886385,0.030026912693014385,0.0,1,5.2206773618538325
CSO-9-2A-EXMOCO,-0.08804349322946914,-0.13063740199246832,0.0,5,5.0193093727977445
CSO-9-4A-AGAPE,-0.015181152869633951,-0.06402786450276876,0.0,1,5.158781250647279
CSO-9-4A-DKVIMO,-0.10052206533765062,-0.17989244510627334,0.0,3,4.957575757575758
CSO-9-4A-DSMOMU,-0.03697764776594825,0.07092816161071225,0.0,7,5.271940781864446
CSO-9-4A-DVGATO,0.05160313182998033,0.3192088128166408,0.0,4,5.608802212666304
CSO-9-4A-FAGIGA,0.08168429608973415,0.1265412566045061,0.0,9,5.446215820713922
CSO-9-4A-GSBRCO,-0.15862516234235008,-0.40923523554746216,0.0,3,4.67012987012987
CSO-9-4A-KEMOCO,-0.16667559144541277,-0.44101164627123923,0.0,2,4.63030303030303
CSO-9-4A-LCOMO,-0.03765687239899096,-0.03711674154531108,0.0,3,5.16321665407538
CSO-9-4A-MLORO,0.09666632979124667,0.5984436352893043,0.0,3,5.933100233100233
CSO-9-4A-MPAME,0.04980241065518465,0.34022303688898825,0.0,10,5.628015715563855
CSO-9-4A-NSARPA,-0.12018436337523619,-0.2575028743414154,0.0,3,4.86030303030303
CSO-9-4A-SLOCA,0.1738575596140564,0.4169514432707961,0.0,4,5.828799270904534
CSO-9-4A-YVDITR,-0.16667559144541277,-0.44101164627123923,0.0,8,4.63030303030303
