subject,z_re_T2W30,z_pe_T2W30,z_l2_T2W30,z_density_T2W30
CDMS-10-4A-JURAN,0.3976300487260626,0.8830338259368598,0.6937694484149408,-0.49824916060876223
CDMS-10-5A-HEPIHO,-0.05475200275372324,-0.9161888169065189,-0.9440670127338806,1.3773250617777175
CDMS-10-5A-KSRAGU,0.41300604881992314,-0.7670781037103969,-0.6767811323395635,-0.29020883908572365
CDMS-10-5A-SROPU,1.0308017128983364,0.1256153882358416,0.171441609187784,-0.6069399526689055
CDMS-10-5A-SZURO,0.14691693630724628,-0.8706897220220404,-1.109370818424877,1.354086133419127
CDMS-10-5B-SRAJA,0.9774739567952231,-0.4161658680539006,-0.21748364520550045,-0.25392412561977185
CDMS-10-5C-DAAUSA,0.5862270904868658,-0.13347963007022515,-0.4682971087081474,0.46185835166028266
CDMS-10-5C-ICAPA,0.3825431844448006,-0.9137250685560856,-0.9043897786176459,-2.082479292688745
CDMS-10-5C-JFALGI,-1.21102506814187,-0.9569006639705278,-1.0167929709909318,2.0600308313192253
CDMS-10-5C-NBEMO,-1.8050133549930583,0.6365437725706361,1.2127855220024397,0.2556470810919107
CDMS-10-6B-ASCACO,-0.2617223273008729,1.6553332848705582,0.6532056546340834,-0.8168739781230472
CDMS-10-6B-JJMOBE,-0.5612691570592429,-1.255301429391419,-1.4366746011915386,2.069877844937901
CDMS-11-5A-EAARCA,0.09356936716889408,0.62784460577105,0.9918592452127535,-0.390343621007677
CDMS-11-5A-MGTHAR,-0.9435844008277203,-0.5452562999867723,-0.8320776187360492,0.7941689534814269
CDMS-11-6A-DFVEBE,-0.4756925468819045,-0.30938575942307855,-0.013621625666544809,0.387037412684101
CDMS-11-6A-NMREPR,0.4125355602798532,-0.9454125951901893,-0.9968838105729116,-0.5910949780495325
CDMS-11-6B-ARAHE,1.5252917939131192,-0.4756804298819448,-0.6716941426595753,-0.9276188281917197
CDMS-11-6B-AVROTO,-0.9218043328984428,-0.4160306074590334,-0.23458306279032423,1.023319937240261
CDMS-11-6B-EAFESA,0.6294410912215249,-0.48240905812452933,-0.33649539352461616,-1.18679621909389
CDMS-11-6B-EFRGR,0.829599188431857,-0.5599596354858043,-0.439155753536606,-1.010133542176214
CDMS-11-6B-EROCO,-1.0070296956147018,-0.45445543734526694,-0.2089490238796576,-0.3022410692308718
CDMS-11-6B-JACUPE,-0.4492381850766104,-0.1450415243725577,-0.0522787711712774,-0.7792657972379804
CDMS-11-6B-JDCHBA,0.24940381123046598,-0.9697611431506246,-1.013148208704511,-0.304506498637733
CDMS-11-6B-JFSAHE,0.2567375810983162,-0.07502488690511366,0.1256456379447865,0.13586574173461716
CDMS-11-6B-JLPENA,-0.3247385681590978,-0.8126443337618177,-0.7768659822919931,-0.25125208683217737
CDMS-11-6B-JMARME,-0.342506055259885,0.40129548383584157,0.7685873130641935,-0.3023809515291849
CDMS-11-6B-JPSAMA,-1.9403494961803558,-0.008274570392190901,0.36578159987996584,1.149848402342212
CDMS-11-6B-LESTA,0.4388671078632403,-0.326709293745732,-0.1327742657405259,0.07001538844396506
CDMS-11-6B-MEBRTA,0.84586481634328,0.2266552521718365,0.6308668682946947,-1.682233966834685
CDMS-11-6B-MMAMO,-0.11500704121561511,-0.1384554705449457,-0.5689092165262507,0.26057101067733224
CDMS-11-6B-RSECA,-0.32042069820978586,0.28876189462444973,0.7833923077004642,0.06432802709203346
CDMS-11-6B-SCAPA,0.06102114583717662,-0.975411841138094,-1.0404505718966186,1.3768877474627783
CDMS-11-6B-VZAPE,-1.666097666228466,0.6493815240016405,1.1302805988596802,-0.8496555218315811
CDMS-11-6B-YLNIME,-1.0884448568171667,-0.18249076746286252,0.08661773328828765,1.3946543556738142
CDMS-11-7C-ICARE,0.5952730760000638,1.098193316707648,0.9341011448712592,0.11362447348568847
CDMS-11-7C-SALMA,1.0379435582878973,-0.6327989823426949,-0.550805641788273,0.33389351436311127
CDMS-11-7C-SPGAVE,-1.1307170341932526,0.022357595001426624,0.3516512374665174,0.38073739213402324
CDMS-12-5A-SRIGO,1.2910306957504887,1.1431890765346264,0.7130867727259121,-0.5192773488275095
CDMS-12-6A-FAROPA,-0.8719711032376163,-0.8414207818076467,-0.807312134204692,0.48222560317511465
CDMS-12-6A-JGIGA,-0.9249101727178106,-0.6151881779181418,-0.5180572932258258,1.346636684599083
CDMS-12-6A-SROAL,1.2369228306132767,-1.2143039829731406,-1.3767702751955333,0.27414846361452283
CDMS-12-6B-IJDAGA,-0.07675527904688051,1.0659790035320988,0.8808376825888392,-1.270098924149398
CDMS-12-6B-SCLAG,-0.20333778575744707,1.0672711030423723,0.9940616847441419,-0.9660456353693487
CDMS-12-7C-ARAHE,1.3142465776482808,2.0300651994803585,0.9343768785652499,-0.871664884418059
CDMS-12-7C-CATRAR,-1.5904446289180203,-1.1665604860781085,-1.32233383745354,2.573801658716183
CDMS-12-7C-DLOLO,-0.17611486608752142,0.6329106059732045,1.2641986982565316,0.1307656908868164
CDMS-12-7C-JSZAOR,0.43827682894836023,-0.37018239393685154,-0.7848275180992649,-1.545665160649351
CDMS-12-7C-MAROBE,-0.42399826212191355,-1.0778107234885717,-1.1833163781251033,0.866447217020217
CDMS-12-7C-VMAPA,0.05915356175579999,-0.984058814413728,-1.0476217664112324,1.4114800865124353
CDMS-12-7C-VQURA,0.14918803747416465,-0.2976753165730249,-0.26155335840538707,0.5163964996807155
CDMS-13-6B-ASUMO,0.6807928261448727,-1.495663048051468,-1.744257524753177,1.0323024811290389
CDMS-13-6B-JDTAHE,-1.3453911200276962,0.8156049253292373,0.8752045279092076,-0.2980726295459535
CDMS-13-7C-MVEAR,-0.1372771117201244,1.9867872466609786,1.758933758732567,-1.1991807842701145
CDMS-13-7C-RAIZAC,-0.7488518308822066,-0.40362815030923016,-0.5599531185269615,0.28552046565153205
CDMS-13-7C-SSOSLO,0.5516761213129435,1.8614935515216129,1.7806708379094884,-0.3034882118317317
CDMS-14-10A-IMORTO,-1.0535398379351535,-0.19054166959571606,0.1039197141004704,1.3302517562489369
CDMS-14-10A-JCVANI,-0.181168529656059,-0.2930558194890253,-0.5869577309811994,0.2884226230326406
CDMS-14-6B-KDCAHE,-1.928474005999397,-1.2037981304763155,-1.346505711969828,1.4775346667870264
CDMS-15-10A-AMALOS,-0.017603293660182824,0.21997960876595934,0.22123702656968938,-0.1473216131057605
CDMS-15-10A-JJMACH,0.8284125283793939,-0.13811807611591354,0.03943735144415271,0.02771281416594868
CDMS-15-10A-MAALCA,-1.4795762114977078,1.9005347019326517,2.585285428647896,0.021741896413763444
CDMS-15-10A-MAALRI,-0.22160027369382143,-0.4184512303096286,-0.206788958399998,-0.4349926403298232
CDMS-15-10A-SGOMO,-0.3700382696158007,1.5081087875230585,1.1157555858403139,-0.07833888591268559
CDMS-15-10A-SHEGA,0.698363033952025,0.361799161285183,-0.40799928590747925,-0.275908777941396
CDMS-15-11B-JEMOLO,2.281868551083453,-1.0685166764155676,-1.318944181223249,-1.432953236580081
CDMS-15-11B-VSAHO,-0.3890856077235662,0.4700497908665159,1.0011143501656858,-0.6134666997442682
CDMS-16-10A-SGALO,-1.0460395156757476,-0.9594455205170201,-1.0084042590323734,1.9230015002653498
CDMS-16-11B-NGABE,-0.8202148989108901,0.7852762023705311,1.4768518343003023,0.15202603087113312
CDMS-17-10A-ASSAMO,0.23225500713376085,-1.0290468555739762,-1.113046806871331,1.3046919664903176
CDMS-18-7C-VVECA,1.2874980992693312,-0.6442874681813028,-0.6013387669221071,-0.05458982349247877
CDMS-8-4A-DJAVDA,0.23911152574083763,-1.7876276416600703,-2.2576847530435855,-0.3962744840393988
CDMS-8-4A-DOSTR,0.6667931157240169,-0.6599898420923503,-0.5269670069163344,-1.285883992957553
CDMS-8-4A-LGOPA,0.1012512408022976,-0.30035915664534724,-0.06616722778763794,0.11754491042753692
CDMS-8-4C-JDBUTU,0.2846215781846357,-0.4450096050461046,-0.9959025363054473,-2.178824381104229
CDMS-9-4A-ACDUTR,-0.5943498313690903,-0.15588240351158633,0.37046677363422353,-0.6924391380756846
CDMS-9-4A-CARGA,0.18630507352129247,-0.5278100573708425,-0.3433040683202148,0.41036567517456496
CDMS-9-4A-CRAAG,1.3139203687539955,1.6573777318839038,-0.1318102925852632,-0.9219629079626351
CDMS-9-4A-EROHI,2.573860458165256,-0.8198558650930861,-0.7536200797510028,-1.7025952162580358
CDMS-9-4A-ILOSE,0.1352783867951243,-0.6628525304520356,-0.5978065937481376,0.9926911564254696
CDMS-9-4A-TGAFR,-1.8235727221422566,-0.3544008531278347,-0.04313590842177851,1.0825857965218801
CDMS-9-4C-SCAMO,0.683989722020755,-0.41456137701311496,-0.23605875257108164,0.31645455180238047
CDMS-9-5A-ABERO,0.11587684842226273,0.7221479003429018,1.0449955544153626,-2.3180347941875117
CDMS-9-5A-VVAAR,-1.4951401975489687,-0.7586320968213268,-0.8296392558907237,1.395583217287283
CDMS-9-5C-JDMADE,1.0699565173300756,0.2175760312869096,-0.08814698674436118,-1.0884718257272725
CDMS-9-5C-LVIZAC,0.9816084564357646,0.6137127760715351,0.27077309943442107,-2.3646489118765994
CDMS-9-5C-MLOGO,0.04973592747240809,-0.3199851603910568,-0.5345084165792277,-0.37093705558116924
CDMS-9-5C-SCAAG,1.4694112913874369,6.868025240901908,2.754834606231197,-1.9622060776344068
CDMS-XX-10A-VGILO,0.5032146923140118,-0.8259478155390618,-0.8157618189197567,0.7214235756763118
CDMS-XX-5C-MPCAQU,-0.01218680559904526,0.13319180535411168,0.5770858792382766,-0.2479068925732039
CDMS-XX-6B-SPUCA,0.780921511420423,0.5938754921473944,0.3688580013187419,0.005982856758758129
CSO-10-4A-KCOMO,-0.06093862835628369,-0.37789699956584044,-0.18903507975465872,0.7505547208722582
CSO-10-4A-LRAVI,-0.8031889005788679,1.1276922235358036,1.9428222633455827,0.26873592185828604
CSO-10-4A-LSCAVA,-0.10333997246453333,0.30906152442518325,0.7594639904031285,0.2879023375063872
CSO-10-5A-ACAVA,-1.371426651739506,-0.24624958387944038,0.01530751423982257,0.7387695685787143
CSO-10-5A-ARACA,0.8210810935869568,0.20441937773350663,-0.0955120655322847,-0.9128178597035969
CSO-10-5A-DABRZA,0.9381717262777062,1.2431475468997966,0.9603451284273697,-2.062245447336249
CSO-10-5A-GZAMA,2.2718720550074374,-1.3928263807380894,-1.6300292370678693,-0.40398309519020703
CSO-10-5A-IPECA,-0.9677844256639758,-0.5226113693374627,-0.3990197077871511,0.8620789234285264
CSO-10-5A-JANORO,1.3551246134950323,-0.28727685984738366,-0.0587651182218286,-0.06870308851128848
CSO-10-5A-JBUVE,-0.7276205442548412,1.629677033165832,1.9592204282608883,-1.6800203574521098
CSO-10-5A-JJSEMO,0.37543450662225436,0.6420489687059877,1.0341705668606667,-1.8251992323017259
CSO-10-5A-JLCARI,0.2827121011136168,2.494681030762195,2.747924867980404,-1.4733643151145197
CSO-10-5A-MAARAN,-0.020024265851527293,-0.7374486074546767,-0.6999943615481414,1.1804390153853064
CSO-10-5A-RVMOIB,0.5247285295929208,0.4293986706831394,0.5242954323739827,-0.008387988498866402
CSO-10-5A-SVHEES,-0.7852525095042183,0.3261658348936011,0.60893079471597,-0.6709382649163511
CSO-11-5A-MDVOSPE,0.9532014790451119,0.23176424664644457,0.009165367039886208,-0.04757191099838169
CSO-11-5A-MTAGA,-1.6079223160677936,-1.1607909826291796,-1.298143633453502,1.589231027438343
CSO-11-6A-CAPAMU,-0.2603495502681779,0.3459159729310726,0.5056447094255262,0.30059252229231065
CSO-11-6A-DSCACH,-0.2839779731437871,-0.4756423710964503,-0.32511626294075285,0.7788825051585387
CSO-11-6A-EROMO,0.47725643675534296,-0.027218169571368987,0.31951501113571074,0.010838884565144763
CSO-11-6A-FSOVRE,-0.03329756882638459,1.1601394195352053,0.87350026601944,-0.5204254728339509
CSO-11-6B-ANREVA,-1.0631260772476934,-0.3604642610409943,-0.1404746194850687,0.6867833892275422
CSO-11-6B-DISEMO,0.33166730164022623,-0.8374556903690668,-0.8385086146446438,-0.045896711805792786
CSO-11-6B-LHFDLACH,1.2376821569241694,1.572311025288837,1.4887929441186538,-1.3887853965605044
CSO-11-6B-RJGIHE,-1.34248309440605,-1.2755591697892563,-1.4661993345524098,-0.16845450536810824
CSO-11-6B-SFLVA,1.010104530008595,1.2064571967814122,1.1761731407292977,-0.45835608579392
CSO-11-6B-VCOMA,1.5655569713352402,0.3016762130616099,-0.2100156918668937,-0.37700067244634333
CSO-12-6A-DGISE,-0.6721523078264793,0.38482978214762703,0.9836321918272213,-1.3412084933725141
CSO-12-6A-FJOVRE,0.28738015009201134,0.43144644322803105,0.36492802563545823,-1.9915194421195044
CSO-12-6B-GQULO,-1.0934936983005943,0.3030754446233791,0.7792806992440645,-0.1193042098559977
CSO-12-6B-LJHEFE,-0.2264646610061563,0.8169190386494039,0.428241656061016,-0.7758260088803536
CSO-12-7A-DALRE,2.1908774006931053,-1.8961483014963858,-2.3760975194212617,-0.2687728486444003
CSO-12-7A-ESALA,-0.08954491570075399,-0.864646378906606,-0.8790998144711288,0.7498491244508851
CSO-12-7A-IMERO,-0.09319321344473404,-0.18841695562696903,0.08466591711768347,-0.34987555667824444
CSO-12-7A-JHEZA,1.039125332139475,0.08144074592090506,0.2066383235404725,-0.5562447472838105
CSO-12-7A-LSARAR,0.3061697604421942,-0.9445335252161913,-0.9945817661949815,-0.48460154729206883
CSO-12-7A-SCAHO,0.8412206292291615,-0.3682249115262414,-0.37939700999677517,0.13542606696946516
CSO-12-7B-DVAGRO,-0.783224508572406,1.4194262558318689,0.3682619793266293,-0.6777802528821294
CSO-12-7B-SMUGU,0.8025158145660134,-0.8827417882877141,-1.2195726440089776,0.39392661875642854
CSO-12-7B-SSARA,0.5025823095201177,0.9142221193339531,0.5565233807430071,0.057414874655830166
CSO-12-7B-VHOMA,-0.5749123494086307,0.7972083137859388,1.3387035120213455,0.33144683437656175
CSO-12-8A-YTOME,-0.9860930395747188,1.9412006311641816,2.401915084876993,-0.6265306239185224
CSO-13-6A-ANASA,-0.8354752844032595,-0.23833871492195838,-0.43638778843623194,1.3653824714340603
CSO-13-6B-JETAVE,1.1943056487256698,0.7381950446101053,0.40988867431932496,-0.8034066250380668
CSO-13-6B-LFMIES,-1.6702237087462521,0.5689501254674749,1.1833293235705944,1.004437237180968
CSO-13-6B-LJMAHU,-0.7953808896029356,1.0346889671903539,1.52528062866012,-0.25231346516622677
CSO-13-7A-CAPAMU,-0.8302539098059307,0.4869465892193848,0.6516926188453205,0.6088988477011388
CSO-13-7A-CDDITR,-1.3256932082930066,0.03795638303426055,0.44793723126051216,1.4581413553312976
CSO-13-7A-JJATFL,1.669797408556497,-0.48645007578398025,-0.5786589610442083,0.00851734840721362
CSO-13-7A-KRAMA,0.8571347799581082,0.29441785402893667,0.9109062789650307,-2.1323286968404394
CSO-13-7A-RXCHLU,1.7411705537729234,0.8367298487828079,0.6554748087874008,-1.0508407406845934
CSO-13-7A-YAMEZA,0.41029010143566513,-0.14275412669985052,0.08704638165964355,0.340797568838488
CSO-13-8A-KIGAGU,0.5310329161932629,0.5907321027597171,0.3890721436280941,-1.4682648878425169
CSO-13-8A-MBUAN,-1.9119339575213408,-0.8530971484248568,-0.8730296340103596,2.3273075584041796
CSO-13-8A-MGAAN,0.17798961639185068,-0.5923393516676949,-0.48109101413077165,-0.0196719559761068
CSO-13-8A-MGAHE,-0.3693703387095342,0.48332320934168405,0.4850793384856652,0.573607615844415
CSO-13-8A-MJAGA,-0.5336321671143682,0.7025601732610647,0.5110487148454876,-0.24346950668542808
CSO-13-8A-VHODU,2.8582288353131737,-0.38536847305507943,-0.5726779888041824,-1.077462579736718
CSO-13-8B-FCJISA,0.001620287356438681,-0.17649549969348016,0.09655183822990916,0.7067040645804404
CSO-13-8B-JEMABE,-0.24037461554519296,1.2403652874668847,1.140721095170235,0.20294889805037233
CSO-13-9B-DMLLLU,-1.686945071322669,-0.5742517644294659,-0.37615610829033147,-0.9828819687579795
CSO-14-7B-EVEGO,0.6074283418462569,-0.12359622859513991,0.11449518399386442,0.1844857258612277
CSO-14-8A-AQUMA,-0.3915997557658351,-0.8259209491183973,-0.8091242045419019,0.9520363192117929
CSO-14-8A-SZARA,-0.8034664830917729,1.4097626702492976,2.2710606127452126,-0.04870968121803441
CSO-14-8B-JLLORA,-0.31765133276279583,-1.3099539851542428,-1.5196681362827438,0.282599752865878
CSO-14-9A-AEDCAGO,-0.5828256775830877,-0.3910709592740703,-0.30872524814398866,0.984934839821269
CSO-14-9A-HASACA,0.20538463671375853,-1.0256963215830228,-1.107928203638468,0.5826687497910419
CSO-14-9A-JSMAAL,-1.3748006726038948,-0.23550611013984396,-0.005604330545493489,1.0581258272806242
CSO-14-9A-MARJA,0.5942977244337299,-0.9753066011341852,-1.037540825117794,0.25828587834694444
CSO-14-9A-SORZU,-0.029355651425366194,-0.7541096783188496,-1.2209722519925736,0.17564034681812662
CSO-14-9B-ERAGA,0.15958777263300486,-0.906300733543328,-0.9363575771258025,0.09503488578731374
CSO-14-9B-MFEGA,-0.39236204837760974,1.0834315808497794,0.6289166365380742,-0.34222803530312934
CSO-15-10A-LJRAGU,-1.7395840954191797,0.9969626362866312,1.4951968359452326,0.6142465506941713
CSO-15-10A-MAARLO,-0.7524756796709033,0.4198046551914245,0.9476790586191147,-0.6784395936819786
CSO-15-10A-SFEGA,-0.5074693366584234,-0.8215844533834955,-0.815995372814452,-0.560486829345772
CSO-15-10B-MEBUAR,1.846651556612059,-0.5684014764057467,-0.43176667883346204,-0.8346199276472094
CSO-15-10B-YVBUAN,-0.8545042177734958,-0.43254930879243286,-0.21340856535106195,0.057916021307556784
CSO-15-10C-ALBAHO,-1.8154204617756295,-0.6027536353512597,-0.5109900328901145,1.9804534395416207
CSO-15-10C-SSCAMO,0.5121429158915712,-1.2138490607171988,-1.3898276518260013,0.1681485437215144
CSO-15-11C-JETALO,0.27325821737348915,0.701279774624969,0.016566598687092798,0.0932631691145712
CSO-15-7B-JCRAGA,-1.9746562200330298,-1.143433677303258,-1.2875739065466536,2.0559638850875452
CSO-15-8A-VBMABR,0.6016696924781447,-0.41780627273004917,-0.8186187623332017,0.22038371353549308
CSO-15-8B-KEPOGO,-0.3632457060712637,-0.08119886310888155,-0.0016272426234418041,0.8907218514599761
CSO-15-9B-ALRIHE,0.07768604070496822,-0.647450188128832,-0.5704088747929348,0.5700594294432335
CSO-15-9B-AMSAGO,2.6294335165732075,-0.24649230554274587,-0.01184850837153775,-0.5208559960475945
CSO-15-9B-JCAPA,0.6066750490465034,-0.15374146683626413,0.16283008268044416,-0.44821593183614505
CSO-15-9B-KSBEJA,0.47356726109671143,-1.1475814347584299,-1.286968585347841,0.6049392389596508
CSO-15-9B-RMCHLU,0.18619546167503112,0.07612961901382809,-0.05059978776340688,0.8088369329483966
CSO-16-10A-JEGAHE,1.1554701198894106,-2.025503506489836,-2.7733606987033284,-1.0560098947857783
CSO-16-10A-MSACO,3.9549285562571908,-1.1678932645322764,-1.3109169587186875,-0.8495200457992133
CSO-16-10A-YKMUJO,-1.3671354441506112,1.0807441156841526,1.9748800492502623,0.6401694027133966
CSO-16-10B-JESUGU,-0.636843795267963,-1.1055510232973815,-1.2264576755695202,1.114927239770683
CSO-16-10B-LTVIFA,-1.252990418806562,-0.07495125515038564,0.2878993308656802,1.5097941148453862
CSO-16-10B-VVILI,-1.2232928159931646,-0.03411242878420455,0.3376257030684895,0.6449434717774594
CSO-16-10C-ACALGU,0.09219559480504623,-0.21174232226125916,-0.39351922192665995,0.7989554215913001
CSO-16-10C-MAVAVE,-0.40632674179665024,-0.35102923281192866,-0.1370705714059371,1.0765919849927326
CSO-16-11A-JAVABO,-1.2513499159453294,0.23028777417929058,0.6818456032966779,0.9367200682407921
CSO-16-11A-JDMUVA,-0.9058905552163501,0.6716296949915409,0.7070538087072137,0.5445247559654779
CSO-16-11A-VZAOR,1.8338121525794648,-0.03998448341615801,0.29360617433430547,-0.8607968098766511
CSO-16-11B-KRORE,0.11383911175542757,-0.8321021760961492,-1.0026061793002479,1.0617021055366123
CSO-16-11B-LLOZA,-1.036310702928918,1.0731913619068574,0.9457774765852692,0.9234514544481459
CSO-16-11B-YAROMO,0.870246376550462,0.6090707555274083,-0.038522055090220754,-0.12334576233769867
CSO-16-9A-JALEMO,0.7727208865055896,0.1393728753332594,0.5245753008301974,-0.48111042763208406
CSO-16-9A-JPROSO,-0.20516034956743934,0.41817697527657727,0.18350292306743082,-0.0029275192198970376
CSO-16-9A-JSMAGU,0.36752361080995327,-0.2522072013606402,-0.5271873160863496,0.26827247507658736
CSO-16-9B-SJPAJI,-1.7522210600578905,-0.5983245331967261,-0.4574202937185633,1.3865556417335592
CSO-17-10A-YVGOCA,0.07643607704275777,-0.8667662412158812,-0.8828506702799144,0.5754135066526589
CSO-17-10B-EHECO,-0.050460783077859436,-1.0038083814789454,-1.0821807584958272,1.4511943908247165
CSO-17-10B-YCQUVE,-0.8024405367424642,0.90236311186824,0.6583191072993374,-0.20792341904301628
CSO-17-11A-DJAPA,-0.9210720147200053,0.3114860341938902,-0.27306353297315467,1.1152338490509042
CSO-17-11A-JDAMO,-0.1070338640385332,-1.2071387787186576,-1.3642216697757752,1.630514236119664
CSO-17-11A-NPAHE,0.34050646773449095,2.028413468138524,1.6540648983772686,-0.8588484676926071
CSO-17-11A-RLPAIG,-0.6074059453398478,-0.09029788897313322,-0.2850800236483469,0.3435486322321034
CSO-17-11A-SPUVA,1.5249225822476382,-0.9947218705526567,-1.096972215161841,-1.1519763629128672
CSO-17-11B-CDBEBU,-0.359982417405361,2.6811041006540055,2.79240782604845,-0.5881680994105614
CSO-17-11C-JDAAG,-0.25314665161582345,1.0293499624679951,1.112279471499173,0.34444970338079955
CSO-17-11C-MAPAMA,-0.013279370865759524,0.10543102591160398,0.46519219714381993,-0.1035920451347704
CSO-17-11C-MCAAG,-0.5348666101274197,0.732630339293875,1.3725438630946443,0.17792093808980666
CSO-17-11C-SARJA,0.4123786189472929,-0.5412411095851455,-0.41762545727792455,0.7743461124613432
CSO-18-11A-ADBAHO,-0.7711281688038749,-0.5019851104215032,-0.36900952874982945,1.0157625574080618
CSO-18-11B-YLLRE,-0.2889169390467554,0.16176029969818476,0.24493754494125236,0.5699047966355446
CSO-18-9B-MAMOLO,1.772798449242186,0.4334375493238584,0.12810461058415235,-2.3468795731925076
CSO-8-3A-DAPAVA,0.3731151931314409,-0.01635814033925318,0.38467070556105,-0.8679784623415021
CSO-8-3A-KVPECO,0.5106075458236762,2.6789853927283214,2.369127721411294,-1.6609271850125553
CSO-8-4A-ARAGR,1.5794542888462075,-1.266319475827243,-1.455776538270504,0.7715445833818613
CSO-8-4A-JRAAR,0.021473722731365698,0.4899215229071384,1.2251493328037824,0.04477178355818616
CSO-9-2A-EXMOCO,-0.4332824947198212,-0.31112143507657675,-0.07343015521755547,0.2190888447085478
CSO-9-4A-AGAPE,0.884546917393323,0.8858947755065645,0.5759657183458008,-0.594092857210865
CSO-9-4A-DKVIMO,-1.118526351937514,-0.5658025391538348,-0.4266564935419122,1.1039026761892632
CSO-9-4A-DSMOMU,-0.7120764512973295,0.47616290070903744,1.0779229034538023,0.09679378252835989
CSO-9-4A-DVGATO,-0.1721438540162737,0.857923925288216,1.2259252281254527,-0.8695843193035924
CSO-9-4A-FAGIGA,0.9461472956764309,1.3538344582236312,0.8106733125216078,-0.9120383257602757
CSO-9-4A-GSBRCO,1.4242327150118228,-1.2696851142237675,-1.456871774739962,-0.7750430429328038
CSO-9-4A-KEMOCO,-0.23375539857444685,-1.2574889565261174,-1.4386643159386268,0.821533725497595
CSO-9-4A-LCOMO,1.4076753019826098,-1.770949752914079,-2.319429009345951,-1.6006349524752166
CSO-9-4A-MLORO,-0.7294785257849555,0.6242696397216274,1.4708081405082278,-0.19914158741899238
CSO-9-4A-MPAME,-0.9102369713981825,0.8910504797149851,1.3956103465975034,-3.4439395639811328
CSO-9-4A-NSARPA,-0.14346495690542946,-0.4945487720684632,-0.32842116544254746,1.2062346855542752
CSO-9-4A-SLOCA,-0.20752207245197749,1.0421883544439903,0.4761585345538471,-1.6113493238458818
CSO-9-4A-YVDITR,-1.8734248177013217,-0.8946285295110121,-0.9279513186599658,1.5226431182683062
